input_image,true_label,output 0,output 1,output 2,flag,username,timestamp
"{""path"":""flagged\\input_image\\41567a3d306202484b82\\fake img.jpg"",""url"":""http://127.0.0.1:7860/file=C:\\Users\\JayaKrishna\\AppData\\Local\\Temp\\gradio\\f3b6d90897c26ae7d671b24504f23b88258f5ea0\\fake img.jpg"",""size"":7199,""orig_name"":""fake img.jpg"",""mime_type"":"""",""is_stream"":false,""meta"":{""_type"":""gradio.FileData""}}",,"{""label"":""real"",""confidences"":[{""label"":""real"",""confidence"":0.9942816430702806},{""label"":""fake"",""confidence"":0.005718356929719448}]}",,"{""path"":""flagged\\output 2\\f79f1aacd1619fdd76e1\\image.png"",""url"":""http://127.0.0.1:7860/file=C:\\Users\\JayaKrishna\\AppData\\Local\\Temp\\gradio\\6765104385fcbccfae12d480db552c91562066f5\\image.png"",""size"":null,""orig_name"":""image.png"",""mime_type"":null,""is_stream"":false,""meta"":{""_type"":""gradio.FileData""}}",,,2024-03-18 10:23:36.530118
